#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Gnl1	Rpl15	10090.ENSMUSP00000084450	10090.ENSMUSP00000079163	0	0	0	0	0	0.570	0	0	0.570
Gnl1	Rplp0	10090.ENSMUSP00000084450	10090.ENSMUSP00000083705	0	0	0	0	0	0.448	0	0	0.448
Gsk3b	Raf1	10090.ENSMUSP00000023507	10090.ENSMUSP00000000451	0	0	0	0.578	0	0	0.800	0	0.800
Gsk3b	Ppp1r2	10090.ENSMUSP00000023507	10090.ENSMUSP00000060118	0	0	0	0	0	0.468	0	0	0.468
Gsk3b	Map4	10090.ENSMUSP00000023507	10090.ENSMUSP00000035055	0	0	0	0	0	0.396	0.442	0	0.648
Gsk3b	Hsp90aa1	10090.ENSMUSP00000023507	10090.ENSMUSP00000091921	0	0	0	0	0	0.430	0.136	0	0.486
Gsk3b	Map2	10090.ENSMUSP00000023507	10090.ENSMUSP00000076577	0	0	0	0	0	0.396	0.442	0	0.648
Gsk3b	Mybbp1a	10090.ENSMUSP00000023507	10090.ENSMUSP00000044827	0	0	0	0	0	0.047	0.900	0	0.900
Hdac2	Wdr33	10090.ENSMUSP00000019911	10090.ENSMUSP00000025264	0	0	0	0	0	0.163	0.363	0	0.444
Hdac2	Nup214	10090.ENSMUSP00000019911	10090.ENSMUSP00000066492	0	0	0	0	0	0.058	0.512	0	0.520
Hdac2	Mybbp1a	10090.ENSMUSP00000019911	10090.ENSMUSP00000044827	0	0	0	0	0	0.433	0	0	0.433
Hdac2	Snw1	10090.ENSMUSP00000019911	10090.ENSMUSP00000021428	0	0	0	0	0	0.164	0.600	0	0.651
Hdac2	Mta2	10090.ENSMUSP00000019911	10090.ENSMUSP00000093959	0	0	0	0	0	0.950	0.905	0	0.995
Hdac2	Mecp2	10090.ENSMUSP00000019911	10090.ENSMUSP00000033770	0	0	0	0	0	0.588	0.845	0	0.933
Hnrnpa3	Pabpc1	10090.ENSMUSP00000107595	10090.ENSMUSP00000001809	0	0	0	0.581	0	0.349	0.720	0	0.810
Hnrnpa3	Snw1	10090.ENSMUSP00000107595	10090.ENSMUSP00000021428	0	0	0	0	0	0.769	0	0	0.769
Hnrnpa3	Hnrnpk	10090.ENSMUSP00000107595	10090.ENSMUSP00000039269	0	0	0	0	0	0.740	0.800	0	0.945
Hnrnpa3	Hnrnpu	10090.ENSMUSP00000107595	10090.ENSMUSP00000047571	0	0	0	0	0	0.649	0.800	0	0.926
Hnrnpa3	Rbmxl1	10090.ENSMUSP00000107595	10090.ENSMUSP00000048153	0	0	0	0.586	0	0.133	0.600	0	0.638
Hnrnpa3	Pcbp1	10090.ENSMUSP00000107595	10090.ENSMUSP00000054863	0	0	0	0	0	0.198	0.800	0	0.832
Hnrnpa3	Hnrnpc	10090.ENSMUSP00000107595	10090.ENSMUSP00000107237	0	0	0	0	0	0.699	0.800	0	0.937
Hnrnpa3	Srsf1	10090.ENSMUSP00000107595	10090.ENSMUSP00000120595	0	0	0	0	0	0.720	0	0	0.720
Hnrnpc	U2af2	10090.ENSMUSP00000107237	10090.ENSMUSP00000005041	0	0	0	0	0	0.729	0	0	0.729
Hnrnpc	Snw1	10090.ENSMUSP00000107237	10090.ENSMUSP00000021428	0	0	0	0	0	0.772	0	0	0.772
Hnrnpc	Hsp90ab1	10090.ENSMUSP00000107237	10090.ENSMUSP00000024739	0	0	0	0	0	0.049	0.547	0	0.550
Hnrnpc	Hnrnpk	10090.ENSMUSP00000107237	10090.ENSMUSP00000039269	0	0	0	0	0	0.724	0.800	0	0.942
Hnrnpc	Hnrnpu	10090.ENSMUSP00000107237	10090.ENSMUSP00000047571	0	0	0	0	0	0.516	0.800	0	0.899
Hnrnpc	Rbmxl1	10090.ENSMUSP00000107237	10090.ENSMUSP00000048153	0	0	0	0.579	0	0.133	0.600	0	0.638
Hnrnpc	Ptges3	10090.ENSMUSP00000107237	10090.ENSMUSP00000050292	0	0	0	0	0	0.058	0.905	0	0.907
Hnrnpc	Pcbp1	10090.ENSMUSP00000107237	10090.ENSMUSP00000054863	0	0	0	0	0	0.198	0.800	0	0.832
Hnrnpc	Raly	10090.ENSMUSP00000107237	10090.ENSMUSP00000058105	0	0	0	0.888	0	0.564	0	0	0.564
Hnrnpc	Nup214	10090.ENSMUSP00000107237	10090.ENSMUSP00000066492	0	0	0	0	0	0	0.900	0	0.900
Hnrnpc	Srrm2	10090.ENSMUSP00000107237	10090.ENSMUSP00000085993	0	0	0	0	0	0.732	0	0	0.732
Hnrnpc	Hsp90aa1	10090.ENSMUSP00000107237	10090.ENSMUSP00000091921	0	0	0	0	0	0.049	0.676	0	0.678
Hnrnpc	Tpr	10090.ENSMUSP00000107237	10090.ENSMUSP00000117616	0	0	0	0	0	0.163	0.900	0	0.912
Hnrnpk	U2af2	10090.ENSMUSP00000039269	10090.ENSMUSP00000005041	0	0	0	0	0	0.485	0	0	0.485
Hnrnpk	Snw1	10090.ENSMUSP00000039269	10090.ENSMUSP00000021428	0	0	0	0	0	0.689	0	0	0.689
Hnrnpk	Srrm2	10090.ENSMUSP00000039269	10090.ENSMUSP00000085993	0	0	0	0	0	0.654	0	0	0.654
Hnrnpk	Srrm1	10090.ENSMUSP00000039269	10090.ENSMUSP00000125003	0	0	0	0	0	0.642	0	0	0.642
Hnrnpk	Rbmxl1	10090.ENSMUSP00000039269	10090.ENSMUSP00000048153	0	0	0	0	0	0.287	0.600	0	0.702
Hnrnpk	Pcbp1	10090.ENSMUSP00000039269	10090.ENSMUSP00000054863	0	0	0	0.735	0	0.192	0.800	0	0.831
Hnrnpk	Srsf1	10090.ENSMUSP00000039269	10090.ENSMUSP00000120595	0	0	0	0	0	0.751	0	0	0.751
Hnrnpk	Hnrnpu	10090.ENSMUSP00000039269	10090.ENSMUSP00000047571	0	0	0	0	0	0.703	0.800	0	0.938
Hnrnpu	Snw1	10090.ENSMUSP00000047571	10090.ENSMUSP00000021428	0	0	0	0	0	0.638	0	0	0.638
Hnrnpu	Ncl	10090.ENSMUSP00000047571	10090.ENSMUSP00000027438	0	0	0	0	0	0.575	0	0	0.575
Hnrnpu	Rpl6	10090.ENSMUSP00000047571	10090.ENSMUSP00000031617	0	0	0	0	0	0.402	0	0	0.402
Hnrnpu	Ptges3	10090.ENSMUSP00000047571	10090.ENSMUSP00000050292	0	0	0	0	0	0	0.720	0	0.720
Hnrnpu	Rbmxl1	10090.ENSMUSP00000047571	10090.ENSMUSP00000048153	0	0	0	0	0	0.065	0.600	0	0.610
Hnrnpu	Pcbp1	10090.ENSMUSP00000047571	10090.ENSMUSP00000054863	0	0	0	0	0	0.270	0.800	0	0.847
Hsp90aa1	Raf1	10090.ENSMUSP00000091921	10090.ENSMUSP00000000451	0	0	0	0	0	0.917	0.136	0	0.925
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0	0.834	0.800	0	0.965
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0	0.081	0.676	0	0.689
Hsp90aa1	Rpl6	10090.ENSMUSP00000091921	10090.ENSMUSP00000031617	0	0	0	0	0	0.412	0	0	0.412
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0	0.908	0.864	0	0.987
Hsp90aa1	Mapk1	10090.ENSMUSP00000091921	10090.ENSMUSP00000065983	0	0	0	0	0	0.201	0.729	0	0.774
Hsp90aa1	Srsf1	10090.ENSMUSP00000091921	10090.ENSMUSP00000120595	0	0	0	0	0	0.420	0	0	0.420
Hsp90aa1	Mtor	10090.ENSMUSP00000091921	10090.ENSMUSP00000099510	0	0	0	0	0	0.135	0.676	0	0.707
Hsp90ab1	Raf1	10090.ENSMUSP00000024739	10090.ENSMUSP00000000451	0	0	0	0	0	0.677	0.136	0	0.708
Hsp90ab1	Myh9	10090.ENSMUSP00000024739	10090.ENSMUSP00000016771	0	0	0	0	0	0.484	0.360	0	0.655
Hsp90ab1	Srsf1	10090.ENSMUSP00000024739	10090.ENSMUSP00000120595	0	0	0	0	0	0.420	0	0	0.420
Hsp90ab1	Rpl6	10090.ENSMUSP00000024739	10090.ENSMUSP00000031617	0	0	0	0	0	0.408	0	0	0.408
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0	0.081	0.547	0	0.565
Hsp90ab1	Mapk1	10090.ENSMUSP00000024739	10090.ENSMUSP00000065983	0	0	0	0	0	0.201	0.629	0	0.691
Hsp90ab1	Mtor	10090.ENSMUSP00000024739	10090.ENSMUSP00000099510	0	0	0	0	0	0.135	0.547	0	0.591
Hsp90ab1	Ptges3	10090.ENSMUSP00000024739	10090.ENSMUSP00000050292	0	0	0	0	0	0.920	0.905	0	0.992
Hspb1	Pabpc1	10090.ENSMUSP00000005077	10090.ENSMUSP00000001809	0	0	0	0	0	0	0.800	0	0.800
Hspb1	Prkcd	10090.ENSMUSP00000005077	10090.ENSMUSP00000107830	0	0	0	0	0	0.439	0	0	0.439
Igf1r	Raf1	10090.ENSMUSP00000005671	10090.ENSMUSP00000000451	0	0	0	0.585	0	0.069	0.629	0	0.639
Igf1r	Sorbs2	10090.ENSMUSP00000005671	10090.ENSMUSP00000121619	0	0	0	0	0	0.052	0.410	0	0.416
Igf1r	Prkcd	10090.ENSMUSP00000005671	10090.ENSMUSP00000107830	0	0	0	0.551	0	0.147	0.676	0	0.711
Igf1r	Mapk1	10090.ENSMUSP00000005671	10090.ENSMUSP00000065983	0	0	0	0.568	0	0.147	0.676	0	0.711
Igf1r	Nedd4	10090.ENSMUSP00000005671	10090.ENSMUSP00000034740	0	0	0	0	0	0.402	0.623	0	0.765
Igf1r	Insr	10090.ENSMUSP00000005671	10090.ENSMUSP00000088837	0	0	0	0.956	0	0.748	0.800	0	0.947
Igf1r	Kras	10090.ENSMUSP00000005671	10090.ENSMUSP00000032399	0	0	0	0	0	0.137	0.867	0	0.880
Insr	Raf1	10090.ENSMUSP00000088837	10090.ENSMUSP00000000451	0	0	0	0.588	0	0.087	0.496	0	0.520
Insr	Kras	10090.ENSMUSP00000088837	10090.ENSMUSP00000032399	0	0	0	0	0	0.137	0.363	0	0.426
Insr	Mapk1	10090.ENSMUSP00000088837	10090.ENSMUSP00000065983	0	0	0	0.568	0	0.147	0.420	0	0.484
Insr	Sorbs2	10090.ENSMUSP00000088837	10090.ENSMUSP00000121619	0	0	0	0	0	0.052	0.410	0	0.416
Insr	Prkcd	10090.ENSMUSP00000088837	10090.ENSMUSP00000107830	0	0	0	0.554	0	0.227	0.420	0	0.532
Itgb4	Pdlim5	10090.ENSMUSP00000102068	10090.ENSMUSP00000029941	0	0	0	0	0	0.164	0.313	0	0.401
Itgb4	Kras	10090.ENSMUSP00000102068	10090.ENSMUSP00000032399	0	0	0	0	0	0.089	0.430	0	0.458
Itgb4	Parva	10090.ENSMUSP00000102068	10090.ENSMUSP00000033030	0	0	0	0	0	0.131	0.600	0	0.637
Itgb4	Pdlim1	10090.ENSMUSP00000102068	10090.ENSMUSP00000064545	0	0	0	0	0	0.164	0.313	0	0.401
Itgb4	Plec	10090.ENSMUSP00000102068	10090.ENSMUSP00000075772	0	0	0	0	0	0.948	0.652	0	0.981
Itgb4	Synpo2	10090.ENSMUSP00000102068	10090.ENSMUSP00000102034	0	0	0	0	0	0.164	0.313	0	0.401
Kras	Raf1	10090.ENSMUSP00000032399	10090.ENSMUSP00000000451	0	0	0	0	0	0.948	0.930	0	0.996
Kras	Plcd1	10090.ENSMUSP00000032399	10090.ENSMUSP00000010804	0	0	0	0	0	0.268	0.311	0	0.474
Kras	Prkcd	10090.ENSMUSP00000032399	10090.ENSMUSP00000107830	0	0	0	0	0	0.186	0.777	0	0.811
Kras	Mtor	10090.ENSMUSP00000032399	10090.ENSMUSP00000099510	0	0	0	0	0	0.298	0.249	0	0.450
Kras	Sptbn1	10090.ENSMUSP00000032399	10090.ENSMUSP00000099902	0	0	0	0	0	0.100	0.908	0	0.913
Kras	Sptan1	10090.ENSMUSP00000032399	10090.ENSMUSP00000097797	0	0	0	0	0	0.095	0.916	0	0.921
Kras	Mapk1	10090.ENSMUSP00000032399	10090.ENSMUSP00000065983	0	0	0	0	0	0.621	0.823	0	0.930
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0	0.453	0	0	0.453
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0	0.143	0.360	0	0.428
Lbr	Mecp2	10090.ENSMUSP00000005003	10090.ENSMUSP00000033770	0	0	0	0	0	0.130	0.800	0	0.818
Mapk1	Raf1	10090.ENSMUSP00000065983	10090.ENSMUSP00000000451	0	0	0	0.587	0	0.561	0.864	0	0.938
Mapk1	Mylk	10090.ENSMUSP00000065983	10090.ENSMUSP00000023538	0	0	0	0.583	0	0.131	0.676	0	0.706
Mapk1	Ptges3	10090.ENSMUSP00000065983	10090.ENSMUSP00000050292	0	0	0	0	0	0.076	0.900	0	0.903
Mapk1	Prkcd	10090.ENSMUSP00000065983	10090.ENSMUSP00000107830	0	0	0	0.588	0	0.500	0.922	0	0.959
Marcks	Prkcd	10090.ENSMUSP00000090245	10090.ENSMUSP00000107830	0	0	0	0	0	0.133	0.800	0	0.819
Mecp2	Wdr33	10090.ENSMUSP00000033770	10090.ENSMUSP00000025264	0	0	0	0	0	0.130	0.367	0	0.425
Mecp2	Mta2	10090.ENSMUSP00000033770	10090.ENSMUSP00000093959	0	0	0	0	0	0.266	0.338	0	0.493
Mta2	Wdr33	10090.ENSMUSP00000093959	10090.ENSMUSP00000025264	0	0	0	0	0	0.067	0.407	0	0.423
Mtor	Ptges3	10090.ENSMUSP00000099510	10090.ENSMUSP00000050292	0	0	0	0	0	0	0.676	0	0.676
Mtor	Rpl26	10090.ENSMUSP00000099510	10090.ENSMUSP00000073175	0	0	0	0	0	0.551	0	0	0.551
Mybbp1a	Xrn2	10090.ENSMUSP00000044827	10090.ENSMUSP00000028921	0	0	0	0	0	0.642	0	0	0.642
Myh11	Myh9	10090.ENSMUSP00000087756	10090.ENSMUSP00000016771	0	0	0	0.979	0	0	0.900	0	0.900
Myh11	Mylk	10090.ENSMUSP00000087756	10090.ENSMUSP00000023538	0	0	0	0	0	0.207	0.650	0	0.710
Ncl	Pabpc1	10090.ENSMUSP00000027438	10090.ENSMUSP00000001809	0	0	0	0.586	0	0.558	0	0	0.558
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0	0	0.676	0	0.676
Ncl	Pcbp1	10090.ENSMUSP00000027438	10090.ENSMUSP00000054863	0	0	0	0	0	0.687	0	0	0.687
Ncl	Rps2	10090.ENSMUSP00000027438	10090.ENSMUSP00000092502	0	0	0	0	0	0.080	0.900	0	0.904
Ncl	Nop56	10090.ENSMUSP00000027438	10090.ENSMUSP00000099487	0	0	0	0	0	0.138	0.900	0	0.910
Ndrg1	Parva	10090.ENSMUSP00000005256	10090.ENSMUSP00000033030	0	0	0	0	0	0.693	0	0	0.693
Nedd4	Strap	10090.ENSMUSP00000034740	10090.ENSMUSP00000068267	0	0	0	0	0	0.066	0.515	0	0.527
Nolc1	Pdlim5	10090.ENSMUSP00000128331	10090.ENSMUSP00000029941	0	0	0	0	0	0	0.470	0	0.470
Nolc1	Pdlim1	10090.ENSMUSP00000128331	10090.ENSMUSP00000064545	0	0	0	0	0	0	0.470	0	0.470
Nolc1	Nop56	10090.ENSMUSP00000128331	10090.ENSMUSP00000099487	0	0	0	0	0	0.763	0.360	0	0.841
Nolc1	Synpo2	10090.ENSMUSP00000128331	10090.ENSMUSP00000102034	0	0	0	0	0	0	0.470	0	0.470
Nop56	Xrn2	10090.ENSMUSP00000099487	10090.ENSMUSP00000028921	0	0	0	0	0	0.090	0.900	0	0.905
Nop56	Rps2	10090.ENSMUSP00000099487	10090.ENSMUSP00000092502	0	0	0	0	0	0.164	0.600	0	0.651
Nup214	Wdr33	10090.ENSMUSP00000066492	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.900	0	0.900
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0	0	0.600	0	0.600
Nup214	Tpr	10090.ENSMUSP00000066492	10090.ENSMUSP00000117616	0	0	0	0	0	0.227	0.800	0	0.838
Pabpc1	Raly	10090.ENSMUSP00000001809	10090.ENSMUSP00000058105	0	0	0	0	0	0.492	0	0	0.492
Pabpc1	Rps2	10090.ENSMUSP00000001809	10090.ENSMUSP00000092502	0	0	0	0	0	0.414	0	0	0.414
Pabpc1	Pcbp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000054863	0	0	0	0	0	0.410	0	0	0.410
Pabpc1	Tnks1bp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.900	0	0.900
Pabpc1	Pabpn1	10090.ENSMUSP00000001809	10090.ENSMUSP00000022808	0	0	0	0	0	0.672	0	0	0.672
Pabpn1	U2af2	10090.ENSMUSP00000022808	10090.ENSMUSP00000005041	0	0	0	0	0	0.141	0.800	0	0.820
Pabpn1	Pnn	10090.ENSMUSP00000022808	10090.ENSMUSP00000021381	0	0	0	0	0	0.438	0	0	0.438
Pabpn1	Srrm1	10090.ENSMUSP00000022808	10090.ENSMUSP00000125003	0	0	0	0	0	0.325	0.600	0	0.718
Pabpn1	Srsf2	10090.ENSMUSP00000022808	10090.ENSMUSP00000090059	0	0	0	0.644	0	0.044	0.800	0	0.800
Pabpn1	Wdr33	10090.ENSMUSP00000022808	10090.ENSMUSP00000025264	0	0	0	0	0	0.044	0.600	0	0.601
Pabpn1	Srsf6	10090.ENSMUSP00000022808	10090.ENSMUSP00000119065	0	0	0	0	0	0.244	0.800	0	0.842
Pabpn1	Srsf4	10090.ENSMUSP00000022808	10090.ENSMUSP00000061474	0	0	0	0	0	0.244	0.800	0	0.842
Pabpn1	Srsf1	10090.ENSMUSP00000022808	10090.ENSMUSP00000120595	0	0	0	0	0	0.244	0.800	0	0.842
Parva	Xrn2	10090.ENSMUSP00000033030	10090.ENSMUSP00000028921	0	0	0	0	0	0.607	0	0	0.607
Pbdc1	Ttll12	10090.ENSMUSP00000033577	10090.ENSMUSP00000016901	0	0	0	0	0	0.612	0	0	0.612
Pcbp1	Rbmxl1	10090.ENSMUSP00000054863	10090.ENSMUSP00000048153	0	0	0	0	0	0.042	0.600	0	0.600
Pcbp1	Rplp0	10090.ENSMUSP00000054863	10090.ENSMUSP00000083705	0	0	0	0	0	0.546	0	0	0.546
Pdlim1	Pdlim5	10090.ENSMUSP00000064545	10090.ENSMUSP00000029941	0	0	0	0.668	0	0	0.540	0	0.540
Pdlim1	Sptan1	10090.ENSMUSP00000064545	10090.ENSMUSP00000097797	0	0	0	0	0	0.087	0.419	0	0.446
Pdlim5	Sptan1	10090.ENSMUSP00000029941	10090.ENSMUSP00000097797	0	0	0	0	0	0.087	0.419	0	0.446
Pdlim5	Plec	10090.ENSMUSP00000029941	10090.ENSMUSP00000075772	0	0	0	0	0	0.670	0.187	0	0.720
Pdlim5	Sorbs2	10090.ENSMUSP00000029941	10090.ENSMUSP00000121619	0	0	0	0	0	0.638	0	0	0.638
Plec	Rpl13	10090.ENSMUSP00000075772	10090.ENSMUSP00000000756	0	0	0	0	0	0.586	0	0	0.586
Plec	Rplp1	10090.ENSMUSP00000075772	10090.ENSMUSP00000008036	0	0	0	0	0	0.502	0	0	0.502
Plec	Tceb3	10090.ENSMUSP00000075772	10090.ENSMUSP00000030427	0	0	0	0	0	0.400	0	0	0.400
Plec	Rpl6	10090.ENSMUSP00000075772	10090.ENSMUSP00000031617	0	0	0	0	0	0.586	0	0	0.586
Plec	Rpl22l1	10090.ENSMUSP00000075772	10090.ENSMUSP00000043111	0	0	0	0	0	0.586	0	0	0.586
Plec	Rpl26	10090.ENSMUSP00000075772	10090.ENSMUSP00000073175	0	0	0	0	0	0.708	0	0	0.708
Plec	Rps2	10090.ENSMUSP00000075772	10090.ENSMUSP00000092502	0	0	0	0	0	0.422	0	0	0.422
Plec	Sptan1	10090.ENSMUSP00000075772	10090.ENSMUSP00000097797	0	0	0	0	0	0.375	0.212	0	0.486
Plec	Rplp0	10090.ENSMUSP00000075772	10090.ENSMUSP00000083705	0	0	0	0	0	0.586	0	0	0.586
Plec	Rpl15	10090.ENSMUSP00000075772	10090.ENSMUSP00000079163	0	0	0	0	0	0.589	0	0	0.589
Plec	Rplp2	10090.ENSMUSP00000075772	10090.ENSMUSP00000081474	0	0	0	0	0	0.704	0	0	0.704
Pnn	Zc3h18	10090.ENSMUSP00000021381	10090.ENSMUSP00000017622	0	0	0	0	0	0.508	0	0	0.508
Pnn	Srrm2	10090.ENSMUSP00000021381	10090.ENSMUSP00000085993	0	0	0	0	0	0.403	0	0	0.402
Pnn	Srpk1	10090.ENSMUSP00000021381	10090.ENSMUSP00000116259	0	0	0	0	0	0.408	0	0	0.408
Pnn	Thrap3	10090.ENSMUSP00000021381	10090.ENSMUSP00000079722	0	0	0	0	0	0.406	0	0	0.406
Pnn	Prpf4b	10090.ENSMUSP00000021381	10090.ENSMUSP00000077019	0	0	0	0	0	0.671	0	0	0.671
Ppp1r2	Ppp1r7	10090.ENSMUSP00000060118	10090.ENSMUSP00000027494	0	0	0	0	0	0.762	0	0	0.762
Prkcd	Raf1	10090.ENSMUSP00000107830	10090.ENSMUSP00000000451	0	0	0	0.571	0	0.133	0.932	0	0.938
Prpf40a	U2af2	10090.ENSMUSP00000075655	10090.ENSMUSP00000005041	0	0	0	0	0	0.309	0.540	0	0.668
Prpf40a	Rbm25	10090.ENSMUSP00000075655	10090.ENSMUSP00000048470	0	0	0	0	0	0.707	0	0	0.707
Prpf40a	Rbm39	10090.ENSMUSP00000075655	10090.ENSMUSP00000105216	0	0	0	0	0	0.406	0	0	0.406
Prpf40a	Srrm2	10090.ENSMUSP00000075655	10090.ENSMUSP00000085993	0	0	0	0	0	0.402	0	0	0.402
Prpf40a	Prpf4b	10090.ENSMUSP00000075655	10090.ENSMUSP00000077019	0	0	0	0	0	0.691	0	0	0.691
Prpf4b	Rbm25	10090.ENSMUSP00000077019	10090.ENSMUSP00000048470	0	0	0	0	0	0.694	0	0	0.694
Prpf4b	Srsf7	10090.ENSMUSP00000077019	10090.ENSMUSP00000070983	0	0	0	0	0	0.734	0	0	0.734
Prrc2a	Prrc2c	10090.ENSMUSP00000025253	10090.ENSMUSP00000138433	0	0	0	0.669	0	0.693	0	0	0.693
Rabl6	Uso1	10090.ENSMUSP00000058746	10090.ENSMUSP00000031355	0	0	0	0	0	0.400	0	0	0.400
Ranbp3	Supt5	10090.ENSMUSP00000002445	10090.ENSMUSP00000003527	0	0	0	0	0	0.650	0	0	0.650
Rbm25	Srrm2	10090.ENSMUSP00000048470	10090.ENSMUSP00000085993	0	0	0	0	0	0.559	0	0	0.559
Rbm25	Srrm1	10090.ENSMUSP00000048470	10090.ENSMUSP00000125003	0	0	0	0	0	0.584	0	0	0.584
Rbm39	U2af2	10090.ENSMUSP00000105216	10090.ENSMUSP00000005041	0	0	0	0.591	0	0.894	0	0	0.894
Rbm39	Srrm2	10090.ENSMUSP00000105216	10090.ENSMUSP00000085993	0	0	0	0	0	0.629	0	0	0.629
Rpl13	Tceb3	10090.ENSMUSP00000000756	10090.ENSMUSP00000030427	0	0	0	0	0	0.551	0	0	0.551
Rpl13	Rps2	10090.ENSMUSP00000000756	10090.ENSMUSP00000092502	0	0	0	0	0	0.824	0	0	0.824
Rpl13	Rpl22l1	10090.ENSMUSP00000000756	10090.ENSMUSP00000043111	0	0	0	0	0	0.862	0.600	0	0.942
Rpl13	Rplp1	10090.ENSMUSP00000000756	10090.ENSMUSP00000008036	0	0	0	0	0	0.859	0.800	0	0.970
Rpl13	Rplp0	10090.ENSMUSP00000000756	10090.ENSMUSP00000083705	0	0	0	0	0	0.845	0.800	0	0.967
Rpl13	Rplp2	10090.ENSMUSP00000000756	10090.ENSMUSP00000081474	0	0	0	0	0	0.908	0.800	0	0.980
Rpl13	Rpl15	10090.ENSMUSP00000000756	10090.ENSMUSP00000079163	0	0	0	0	0	0.974	0.800	0	0.994
Rpl13	Rpl26	10090.ENSMUSP00000000756	10090.ENSMUSP00000073175	0	0	0	0	0	0.980	0.800	0	0.995
Rpl13	Rpl6	10090.ENSMUSP00000000756	10090.ENSMUSP00000031617	0	0	0	0	0	0.950	0.800	0	0.989
Rpl15	Rplp1	10090.ENSMUSP00000079163	10090.ENSMUSP00000008036	0	0	0	0	0	0.863	0.800	0	0.971
Rpl15	Tceb3	10090.ENSMUSP00000079163	10090.ENSMUSP00000030427	0	0	0	0	0	0.551	0	0	0.551
Rpl15	Rpl6	10090.ENSMUSP00000079163	10090.ENSMUSP00000031617	0	0	0	0	0	0.974	0.800	0	0.994
Rpl15	Rpl22l1	10090.ENSMUSP00000079163	10090.ENSMUSP00000043111	0	0	0	0	0	0.632	0.600	0	0.846
Rpl15	Rpl26	10090.ENSMUSP00000079163	10090.ENSMUSP00000073175	0	0	0	0	0	0.981	0.800	0	0.996
Rpl15	Rps2	10090.ENSMUSP00000079163	10090.ENSMUSP00000092502	0	0	0	0	0	0.833	0	0	0.833
Rpl15	Rplp0	10090.ENSMUSP00000079163	10090.ENSMUSP00000083705	0	0	0	0	0	0.889	0.800	0	0.976
Rpl15	Rplp2	10090.ENSMUSP00000079163	10090.ENSMUSP00000081474	0	0	0	0	0	0.909	0.800	0	0.981
Rpl22l1	Rplp1	10090.ENSMUSP00000043111	10090.ENSMUSP00000008036	0	0	0	0	0	0.586	0.600	0	0.827
Rpl22l1	Tceb3	10090.ENSMUSP00000043111	10090.ENSMUSP00000030427	0	0	0	0	0	0.421	0	0	0.420
Rpl22l1	Rpl6	10090.ENSMUSP00000043111	10090.ENSMUSP00000031617	0	0	0	0	0	0.633	0.600	0	0.846
Rpl22l1	Rps2	10090.ENSMUSP00000043111	10090.ENSMUSP00000092502	0	0	0	0	0	0.796	0	0	0.796
Rpl22l1	Rplp0	10090.ENSMUSP00000043111	10090.ENSMUSP00000083705	0	0	0	0	0	0.650	0.600	0	0.854
Rpl22l1	Rplp2	10090.ENSMUSP00000043111	10090.ENSMUSP00000081474	0	0	0	0	0	0.753	0.600	0	0.896
Rpl22l1	Rpl26	10090.ENSMUSP00000043111	10090.ENSMUSP00000073175	0	0	0	0	0	0.745	0.600	0	0.893
Rpl26	Rplp1	10090.ENSMUSP00000073175	10090.ENSMUSP00000008036	0	0	0	0	0	0.737	0.800	0	0.945
Rpl26	Tceb3	10090.ENSMUSP00000073175	10090.ENSMUSP00000030427	0	0	0	0	0	0.645	0	0	0.645
Rpl26	Rpl6	10090.ENSMUSP00000073175	10090.ENSMUSP00000031617	0	0	0	0	0	0.980	0.800	0	0.995
Rpl26	Stt3b	10090.ENSMUSP00000073175	10090.ENSMUSP00000035010	0	0	0	0	0	0.426	0	0	0.426
Rpl26	Rps2	10090.ENSMUSP00000073175	10090.ENSMUSP00000092502	0	0	0	0	0	0.853	0	0	0.853
Rpl26	Rplp0	10090.ENSMUSP00000073175	10090.ENSMUSP00000083705	0	0	0	0	0	0.914	0.800	0	0.982
Rpl26	Rplp2	10090.ENSMUSP00000073175	10090.ENSMUSP00000081474	0	0	0	0	0	0.965	0.800	0	0.992
Rpl6	Rplp1	10090.ENSMUSP00000031617	10090.ENSMUSP00000008036	0	0	0	0	0	0.854	0.800	0	0.969
Rpl6	Tceb3	10090.ENSMUSP00000031617	10090.ENSMUSP00000030427	0	0	0	0	0	0.434	0	0	0.434
