#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Igf1r	Ptpn11	10090.ENSMUSP00000005671	10090.ENSMUSP00000098333	0	0	0	0	0	0.561	0.676	0	0.851
Igf1r	Kras	10090.ENSMUSP00000005671	10090.ENSMUSP00000032399	0	0	0	0	0	0.137	0.867	0	0.880
Igf1r	Ptpn1	10090.ENSMUSP00000005671	10090.ENSMUSP00000029053	0	0	0	0	0	0.923	0.676	0	0.973
Igf1r	Ins2	10090.ENSMUSP00000005671	10090.ENSMUSP00000101553	0	0	0	0	0	0.602	0.892	0	0.955
Igf2r	Trf	10090.ENSMUSP00000024599	10090.ENSMUSP00000035158	0	0	0	0	0	0	0.500	0	0.499
Igf2r	Necap2	10090.ENSMUSP00000024599	10090.ENSMUSP00000030760	0	0	0	0	0	0	0.720	0	0.720
Igf2r	Snx5	10090.ENSMUSP00000024599	10090.ENSMUSP00000105657	0	0	0	0	0	0	0.900	0	0.900
Ins2	Ptpn1	10090.ENSMUSP00000101553	10090.ENSMUSP00000029053	0	0	0	0	0	0	0.585	0	0.585
Ins2	Kras	10090.ENSMUSP00000101553	10090.ENSMUSP00000032399	0	0	0	0	0	0	0.402	0	0.402
Ins2	Insr	10090.ENSMUSP00000101553	10090.ENSMUSP00000088837	0	0	0	0	0	0.835	0.913	0	0.985
Ins2	Ptpn11	10090.ENSMUSP00000101553	10090.ENSMUSP00000098333	0	0	0	0	0	0	0.585	0	0.585
Insr	Raf1	10090.ENSMUSP00000088837	10090.ENSMUSP00000000451	0	0	0	0.588	0	0.087	0.496	0	0.520
Insr	Ptpn1	10090.ENSMUSP00000088837	10090.ENSMUSP00000029053	0	0	0	0	0	0.950	0.932	0	0.996
Insr	Kras	10090.ENSMUSP00000088837	10090.ENSMUSP00000032399	0	0	0	0	0	0.137	0.363	0	0.426
Insr	Mapk1	10090.ENSMUSP00000088837	10090.ENSMUSP00000065983	0	0	0	0.568	0	0.147	0.420	0	0.484
Insr	Pxn	10090.ENSMUSP00000088837	10090.ENSMUSP00000083709	0	0	0	0	0	0.089	0.515	0	0.539
Insr	Ptpn11	10090.ENSMUSP00000088837	10090.ENSMUSP00000098333	0	0	0	0	0	0.785	0.932	0	0.984
Klk1	Plg	10090.ENSMUSP00000074659	10090.ENSMUSP00000014578	0	0	0	0.794	0	0.058	0.599	0	0.606
Klk1	Prss2	10090.ENSMUSP00000074659	10090.ENSMUSP00000065393	0	0	0	0.904	0	0	0.500	0	0.499
Kras	Raf1	10090.ENSMUSP00000032399	10090.ENSMUSP00000000451	0	0	0	0	0	0.948	0.930	0	0.996
Kras	Rac1	10090.ENSMUSP00000032399	10090.ENSMUSP00000079380	0	0	0	0.772	0	0.270	0.402	0	0.544
Kras	Rap1a	10090.ENSMUSP00000032399	10090.ENSMUSP00000088174	0	0	0	0.949	0	0.164	0.600	0	0.651
Kras	Rap1b	10090.ENSMUSP00000032399	10090.ENSMUSP00000066238	0	0	0	0.949	0	0.164	0.600	0	0.651
Kras	Mtor	10090.ENSMUSP00000032399	10090.ENSMUSP00000099510	0	0	0	0	0	0.298	0.249	0	0.450
Kras	Mapk1	10090.ENSMUSP00000032399	10090.ENSMUSP00000065983	0	0	0	0	0	0.621	0.823	0	0.930
Kras	Ptpn11	10090.ENSMUSP00000032399	10090.ENSMUSP00000098333	0	0	0	0	0	0.560	0.965	0	0.983
Kras	Mllt4	10090.ENSMUSP00000032399	10090.ENSMUSP00000118318	0	0	0	0	0	0.712	0.834	0	0.950
Lonp1	Tcea1	10090.ENSMUSP00000041814	10090.ENSMUSP00000129157	0	0	0	0	0	0.685	0	0	0.685
Ltn1	Rpl29	10090.ENSMUSP00000038775	10090.ENSMUSP00000080203	0	0	0	0	0	0.404	0	0	0.404
Ltn1	Rpl36	10090.ENSMUSP00000038775	10090.ENSMUSP00000079340	0	0	0	0	0	0.465	0	0	0.465
Ltn1	Rpl37a	10090.ENSMUSP00000038775	10090.ENSMUSP00000058919	0	0	0	0	0	0.643	0	0	0.643
Mapk1	Raf1	10090.ENSMUSP00000065983	10090.ENSMUSP00000000451	0	0	0	0.587	0	0.561	0.864	0	0.938
Mapk1	Pea15a	10090.ENSMUSP00000065983	10090.ENSMUSP00000013842	0	0	0	0	0	0.921	0.665	0	0.972
Mapk1	Ptpn1	10090.ENSMUSP00000065983	10090.ENSMUSP00000029053	0	0	0	0	0	0.267	0.233	0	0.413
Mapk1	Pla2g1b	10090.ENSMUSP00000065983	10090.ENSMUSP00000031495	0	0	0	0	0	0	0.864	0	0.864
Mapk1	Rap1b	10090.ENSMUSP00000065983	10090.ENSMUSP00000066238	0	0	0	0	0	0.163	0.762	0	0.792
Mapk1	Pxn	10090.ENSMUSP00000065983	10090.ENSMUSP00000083709	0	0	0	0	0	0.554	0.676	0	0.849
Mapk1	Rap1a	10090.ENSMUSP00000065983	10090.ENSMUSP00000088174	0	0	0	0	0	0.163	0.864	0	0.882
Mapk1	Rac1	10090.ENSMUSP00000065983	10090.ENSMUSP00000079380	0	0	0	0	0	0.252	0.918	0	0.936
Mapk1	Ptpn11	10090.ENSMUSP00000065983	10090.ENSMUSP00000098333	0	0	0	0	0	0.626	0.966	0	0.986
Mecp2	Wdr77	10090.ENSMUSP00000033770	10090.ENSMUSP00000010278	0	0	0	0	0	0.130	0.367	0	0.425
Mecp2	Wdr33	10090.ENSMUSP00000033770	10090.ENSMUSP00000025264	0	0	0	0	0	0.130	0.367	0	0.425
Mllt4	Rap1b	10090.ENSMUSP00000118318	10090.ENSMUSP00000066238	0	0	0	0	0	0.411	0.932	0	0.958
Mllt4	Rap1a	10090.ENSMUSP00000118318	10090.ENSMUSP00000088174	0	0	0	0	0	0.411	0.932	0	0.958
Mllt4	Ptpn11	10090.ENSMUSP00000118318	10090.ENSMUSP00000098333	0	0	0	0	0	0.043	0.676	0	0.676
Mtor	Rbm8a	10090.ENSMUSP00000099510	10090.ENSMUSP00000044548	0	0	0	0	0	0.401	0	0	0.400
Mtor	Rap1b	10090.ENSMUSP00000099510	10090.ENSMUSP00000066238	0	0	0	0	0	0.265	0.249	0	0.424
Mtor	Rac1	10090.ENSMUSP00000099510	10090.ENSMUSP00000079380	0	0	0	0	0	0.164	0.410	0	0.485
Mtor	Rap1a	10090.ENSMUSP00000099510	10090.ENSMUSP00000088174	0	0	0	0	0	0.265	0.249	0	0.424
Ncbp1	Wdr33	10090.ENSMUSP00000030014	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.600	0	0.600
Ncbp1	Srsf3	10090.ENSMUSP00000030014	10090.ENSMUSP00000117045	0	0	0	0	0	0.057	0.600	0	0.606
Ncbp1	Srsf5	10090.ENSMUSP00000030014	10090.ENSMUSP00000105985	0	0	0	0	0	0.406	0.600	0	0.752
Ncbp1	Snrnp200	10090.ENSMUSP00000030014	10090.ENSMUSP00000099509	0	0	0	0	0	0.401	0.600	0	0.750
Ndufa11	Nit1	10090.ENSMUSP00000002452	10090.ENSMUSP00000106926	0	0	0	0	0	0.458	0	0	0.457
Ndufa11	Ndufa4	10090.ENSMUSP00000002452	10090.ENSMUSP00000031637	0	0	0	0	0	0	0.800	0	0.800
Ndufa11	Uqcrb	10090.ENSMUSP00000002452	10090.ENSMUSP00000021993	0	0	0	0	0	0.643	0	0	0.643
Ndufa11	Uqcrh	10090.ENSMUSP00000002452	10090.ENSMUSP00000077744	0	0	0	0	0	0.761	0	0	0.761
Ndufa11	mt-Nd3	10090.ENSMUSP00000002452	10090.ENSMUSP00000080998	0	0	0	0	0	0.879	0.800	0	0.974
Ndufa11	Uqcr10	10090.ENSMUSP00000002452	10090.ENSMUSP00000054856	0	0	0	0	0	0.923	0	0	0.923
Ndufa11	mt-Nd4	10090.ENSMUSP00000002452	10090.ENSMUSP00000081000	0	0	0	0	0	0.963	0.720	0	0.989
Ndufa11	Ndufs8	10090.ENSMUSP00000002452	10090.ENSMUSP00000074600	0	0	0	0	0	0.920	0.800	0	0.983
Ndufa11	Ndufa7	10090.ENSMUSP00000002452	10090.ENSMUSP00000039692	0	0	0	0	0	0.879	0.800	0	0.974
Ndufa11	Uqcrq	10090.ENSMUSP00000002452	10090.ENSMUSP00000053145	0	0	0	0	0	0.761	0	0	0.761
Ndufa4	Uqcrb	10090.ENSMUSP00000031637	10090.ENSMUSP00000021993	0	0	0	0	0	0.082	0.540	0	0.559
Ndufa4	mt-Nd4	10090.ENSMUSP00000031637	10090.ENSMUSP00000081000	0	0	0	0	0	0	0.720	0	0.720
Ndufa4	mt-Nd3	10090.ENSMUSP00000031637	10090.ENSMUSP00000080998	0	0	0	0	0	0	0.800	0	0.800
Ndufa4	Uqcrq	10090.ENSMUSP00000031637	10090.ENSMUSP00000053145	0	0	0	0	0	0.137	0.540	0	0.586
Ndufa4	mt-Co3	10090.ENSMUSP00000031637	10090.ENSMUSP00000080997	0	0	0	0	0	0.645	0.800	0	0.925
Ndufa4	Ndufs8	10090.ENSMUSP00000031637	10090.ENSMUSP00000074600	0	0	0	0	0	0.085	0.900	0	0.904
Ndufa4	Uqcr10	10090.ENSMUSP00000031637	10090.ENSMUSP00000054856	0	0	0	0	0	0.691	0.540	0	0.851
Ndufa4	Ndufa7	10090.ENSMUSP00000031637	10090.ENSMUSP00000039692	0	0	0	0	0	0.669	0.800	0	0.931
Ndufa4	Uqcrh	10090.ENSMUSP00000031637	10090.ENSMUSP00000077744	0	0	0	0	0	0.661	0.720	0	0.901
Ndufa7	Uqcrb	10090.ENSMUSP00000039692	10090.ENSMUSP00000021993	0	0	0	0	0	0.760	0	0	0.760
Ndufa7	Scp2	10090.ENSMUSP00000039692	10090.ENSMUSP00000030340	0	0	0	0	0	0.560	0	0	0.560
Ndufa7	Uqcrh	10090.ENSMUSP00000039692	10090.ENSMUSP00000077744	0	0	0	0	0	0.889	0	0	0.889
Ndufa7	mt-Nd4	10090.ENSMUSP00000039692	10090.ENSMUSP00000081000	0	0	0	0	0	0.917	0.720	0	0.975
Ndufa7	Uqcrq	10090.ENSMUSP00000039692	10090.ENSMUSP00000053145	0	0	0	0	0	0.858	0	0	0.858
Ndufa7	mt-Nd3	10090.ENSMUSP00000039692	10090.ENSMUSP00000080998	0	0	0	0	0	0.917	0.800	0	0.982
Ndufa7	Uqcr10	10090.ENSMUSP00000039692	10090.ENSMUSP00000054856	0	0	0	0	0	0.887	0	0	0.887
Ndufa7	Ndufs8	10090.ENSMUSP00000039692	10090.ENSMUSP00000074600	0	0	0	0	0	0.842	0.800	0	0.967
Ndufs8	Uqcrb	10090.ENSMUSP00000074600	10090.ENSMUSP00000021993	0	0	0	0	0	0.731	0	0	0.731
Ndufs8	Uqcrq	10090.ENSMUSP00000074600	10090.ENSMUSP00000053145	0	0	0	0	0	0.916	0	0	0.916
Ndufs8	Uqcr10	10090.ENSMUSP00000074600	10090.ENSMUSP00000054856	0	0	0	0	0	0.645	0	0	0.645
Ndufs8	Uqcrh	10090.ENSMUSP00000074600	10090.ENSMUSP00000077744	0	0	0	0	0	0.826	0	0	0.826
Ndufs8	mt-Nd4	10090.ENSMUSP00000074600	10090.ENSMUSP00000081000	0	0	0	0	0	0.926	0.720	0	0.978
Ndufs8	mt-Nd3	10090.ENSMUSP00000074600	10090.ENSMUSP00000080998	0	0	0	0	0	0.928	0.800	0	0.985
Nploc4	Pcna	10090.ENSMUSP00000099306	10090.ENSMUSP00000028817	0	0	0	0	0	0	0.600	0	0.600
Ostc	Rpl37a	10090.ENSMUSP00000046480	10090.ENSMUSP00000058919	0	0	0	0	0	0.643	0	0	0.643
Ostc	Rpn2	10090.ENSMUSP00000046480	10090.ENSMUSP00000112081	0	0	0	0	0	0.645	0.720	0	0.896
Pcna	Rap1b	10090.ENSMUSP00000028817	10090.ENSMUSP00000066238	0	0	0	0	0	0.692	0	0	0.692
Pklr	Rps24	10090.ENSMUSP00000035417	10090.ENSMUSP00000125977	0	0	0	0	0	0.457	0	0	0.457
Pklr	Rpl37a	10090.ENSMUSP00000035417	10090.ENSMUSP00000058919	0	0	0	0	0	0.561	0	0	0.561
Pla2g1b	Pld4	10090.ENSMUSP00000031495	10090.ENSMUSP00000067002	0	0	0	0	0	0	0.650	0	0.650
Plg	Prss2	10090.ENSMUSP00000014578	10090.ENSMUSP00000065393	0	0	0	0.848	0	0.046	0.599	0	0.601
Pnlip	Pnliprp2	10090.ENSMUSP00000056377	10090.ENSMUSP00000026081	0	0	0	0.973	0	0	0.800	0	0.800
Pnlip	Pnliprp1	10090.ENSMUSP00000056377	10090.ENSMUSP00000045465	0	0	0	0.972	0	0	0.800	0	0.800
Pnliprp1	Pnliprp2	10090.ENSMUSP00000045465	10090.ENSMUSP00000026081	0	0	0	0.969	0	0	0.800	0	0.800
Ppie	Tcea1	10090.ENSMUSP00000030404	10090.ENSMUSP00000129157	0	0	0	0	0	0	0.600	0	0.600
Ppie	Rbm8a	10090.ENSMUSP00000030404	10090.ENSMUSP00000044548	0	0	0	0.666	0	0.672	0	0	0.672
Ppih	Snrnp200	10090.ENSMUSP00000101924	10090.ENSMUSP00000099509	0	0	0	0	0	0.645	0.720	0	0.896
Prss2	Reg3g	10090.ENSMUSP00000065393	10090.ENSMUSP00000032089	0	0	0	0	0	0.057	0.909	0	0.910
Prss2	Reg3b	10090.ENSMUSP00000065393	10090.ENSMUSP00000094667	0	0	0	0	0	0.057	0.909	0	0.910
Prss2	Reg3a	10090.ENSMUSP00000065393	10090.ENSMUSP00000098829	0	0	0	0	0	0.057	0.909	0	0.910
Psmd11	Rpn2	10090.ENSMUSP00000017572	10090.ENSMUSP00000112081	0	0	0	0	0	0	0.629	0	0.629
Psmd11	Psmd7	10090.ENSMUSP00000017572	10090.ENSMUSP00000041968	0	0	0	0	0	0.975	0.926	0	0.998
Ptpn1	Ptpn11	10090.ENSMUSP00000029053	10090.ENSMUSP00000098333	0	0	0	0.767	0	0.090	0.800	0	0.810
Ptpn1	Rap1b	10090.ENSMUSP00000029053	10090.ENSMUSP00000066238	0	0	0	0	0	0.091	0.908	0	0.913
Ptpn1	Rap1a	10090.ENSMUSP00000029053	10090.ENSMUSP00000088174	0	0	0	0	0	0.091	0.908	0	0.913
Ptpn11	Rap1b	10090.ENSMUSP00000098333	10090.ENSMUSP00000066238	0	0	0	0	0	0.178	0.676	0	0.722
Ptpn11	Pxn	10090.ENSMUSP00000098333	10090.ENSMUSP00000083709	0	0	0	0	0	0.517	0.961	0	0.980
Ptpn11	Rap1a	10090.ENSMUSP00000098333	10090.ENSMUSP00000088174	0	0	0	0	0	0.178	0.676	0	0.722
Ptpn11	Synpo2	10090.ENSMUSP00000098333	10090.ENSMUSP00000102034	0	0	0	0	0	0.150	0.370	0	0.441
Pxn	Raf1	10090.ENSMUSP00000083709	10090.ENSMUSP00000000451	0	0	0	0	0	0.446	0.131	0	0.497
Pxn	Rap1b	10090.ENSMUSP00000083709	10090.ENSMUSP00000066238	0	0	0	0	0	0.140	0.676	0	0.709
Pxn	Rac1	10090.ENSMUSP00000083709	10090.ENSMUSP00000079380	0	0	0	0	0	0.242	0.943	0	0.955
Pxn	Rap1a	10090.ENSMUSP00000083709	10090.ENSMUSP00000088174	0	0	0	0	0	0.140	0.547	0	0.593
Rab5b	Rap1a	10090.ENSMUSP00000000727	10090.ENSMUSP00000088174	0	0	0	0.814	0	0.402	0	0	0.402
Rab5b	Rap1b	10090.ENSMUSP00000000727	10090.ENSMUSP00000066238	0	0	0	0.824	0	0.402	0	0	0.402
Rac1	Rap1b	10090.ENSMUSP00000079380	10090.ENSMUSP00000066238	0	0	0	0.782	0	0.455	0.355	0	0.633
Rac1	Rap1a	10090.ENSMUSP00000079380	10090.ENSMUSP00000088174	0	0	0	0.788	0	0.455	0.355	0	0.633
Raf1	Rap1b	10090.ENSMUSP00000000451	10090.ENSMUSP00000066238	0	0	0	0	0	0.736	0.872	0	0.964
Raf1	Rap1a	10090.ENSMUSP00000000451	10090.ENSMUSP00000088174	0	0	0	0	0	0.927	0.872	0	0.990
Rap1a	Rap1b	10090.ENSMUSP00000088174	10090.ENSMUSP00000066238	0	0	0	0.984	0	0	0.932	0	0.932
Rbm8a	Snrnp200	10090.ENSMUSP00000044548	10090.ENSMUSP00000099509	0	0	0	0	0	0.580	0.720	0	0.877
Reg3a	Reg3b	10090.ENSMUSP00000098829	10090.ENSMUSP00000094667	0	0	0	0.961	0	0	0.500	0	0.499
Reg3b	Reg3g	10090.ENSMUSP00000094667	10090.ENSMUSP00000032089	0	0	0	0.972	0	0	0.500	0	0.499
Rpl29	Srp68	10090.ENSMUSP00000080203	10090.ENSMUSP00000021133	0	0	0	0	0	0.487	0	0	0.487
Rpl29	Srprb	10090.ENSMUSP00000080203	10090.ENSMUSP00000035157	0	0	0	0	0	0.404	0	0	0.404
Rpl29	Rpl37a	10090.ENSMUSP00000080203	10090.ENSMUSP00000058919	0	0	0	0	0	0.919	0.800	0	0.983
Rpl29	Rpl36	10090.ENSMUSP00000080203	10090.ENSMUSP00000079340	0	0	0	0	0	0.877	0.800	0	0.974
Rpl29	Rps24	10090.ENSMUSP00000080203	10090.ENSMUSP00000125977	0	0	0	0	0	0.621	0	0	0.621
Rpl36	Srp68	10090.ENSMUSP00000079340	10090.ENSMUSP00000021133	0	0	0	0	0	0.587	0	0	0.587
Rpl36	Srprb	10090.ENSMUSP00000079340	10090.ENSMUSP00000035157	0	0	0	0	0	0.465	0	0	0.465
Rpl36	Rpl37a	10090.ENSMUSP00000079340	10090.ENSMUSP00000058919	0	0	0	0	0	0.937	0.800	0	0.986
Rpl36	Rps24	10090.ENSMUSP00000079340	10090.ENSMUSP00000125977	0	0	0	0	0	0.703	0	0	0.703
Rpl37a	Srp68	10090.ENSMUSP00000058919	10090.ENSMUSP00000021133	0	0	0	0	0	0.752	0	0	0.752
Rpl37a	Srprb	10090.ENSMUSP00000058919	10090.ENSMUSP00000035157	0	0	0	0	0	0.645	0	0	0.645
Rpl37a	Rps24	10090.ENSMUSP00000058919	10090.ENSMUSP00000125977	0	0	0	0	0	0.923	0	0	0.923
Rps24	Srp68	10090.ENSMUSP00000125977	10090.ENSMUSP00000021133	0	0	0	0	0	0.643	0	0	0.643
Rps24	Trmt112	10090.ENSMUSP00000125977	10090.ENSMUSP00000112250	0	0	0	0	0	0.643	0	0	0.643
Sfpq	Snrpa	10090.ENSMUSP00000030623	10090.ENSMUSP00000079228	0	0	0	0	0	0.473	0	0	0.473
Sh3gl1	Stam	10090.ENSMUSP00000003268	10090.ENSMUSP00000100025	0	0	0	0.572	0	0	0.600	0	0.600
Snrnp200	Snrpa	10090.ENSMUSP00000099509	10090.ENSMUSP00000079228	0	0	0	0	0	0.700	0	0	0.700
Snrpa	Srsf5	10090.ENSMUSP00000079228	10090.ENSMUSP00000105985	0	0	0	0	0	0.240	0.247	0	0.403
Srp68	Srprb	10090.ENSMUSP00000021133	10090.ENSMUSP00000035157	0	0	0	0	0	0.645	0	0	0.645
Srsf3	Wdr33	10090.ENSMUSP00000117045	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.600	0	0.600
Srsf3	Srsf5	10090.ENSMUSP00000117045	10090.ENSMUSP00000105985	0	0	0	0.807	0	0.380	0.800	0	0.870
Srsf5	Wdr33	10090.ENSMUSP00000105985	10090.ENSMUSP00000025264	0	0	0	0	0	0.162	0.600	0	0.650
Ssr3	Ssr4	10090.ENSMUSP00000029414	10090.ENSMUSP00000002090	0	0	0	0	0	0.775	0.800	0	0.953
Ssr4	Uqcrq	10090.ENSMUSP00000002090	10090.ENSMUSP00000053145	0	0	0	0	0	0.640	0	0	0.640
Surf4	Use1	10090.ENSMUSP00000015011	10090.ENSMUSP00000019169	0	0	0	0	0	0.046	0.600	0	0.602
Ube4a	Ubxn4	10090.ENSMUSP00000113346	10090.ENSMUSP00000027592	0	0	0	0	0	0.672	0	0	0.672
Uqcr10	Uqcrb	10090.ENSMUSP00000054856	10090.ENSMUSP00000021993	0	0	0	0	0	0.912	0.800	0	0.981
Uqcr10	Uqcrq	10090.ENSMUSP00000054856	10090.ENSMUSP00000053145	0	0	0	0	0	0.923	0.800	0	0.983
Uqcr10	mt-Nd3	10090.ENSMUSP00000054856	10090.ENSMUSP00000080998	0	0	0	0	0	0.858	0	0	0.858
Uqcr10	mt-Nd4	10090.ENSMUSP00000054856	10090.ENSMUSP00000081000	0	0	0	0	0	0.858	0	0	0.858
Uqcr10	mt-Co3	10090.ENSMUSP00000054856	10090.ENSMUSP00000080997	0	0	0	0	0	0.782	0.540	0	0.895
Uqcr10	Uqcrh	10090.ENSMUSP00000054856	10090.ENSMUSP00000077744	0	0	0	0	0	0.923	0.800	0	0.983
Uqcrb	mt-Nd3	10090.ENSMUSP00000021993	10090.ENSMUSP00000080998	0	0	0	0	0	0.650	0	0	0.650
Uqcrb	mt-Nd4	10090.ENSMUSP00000021993	10090.ENSMUSP00000081000	0	0	0	0	0	0.650	0	0	0.650
Uqcrb	mt-Co3	10090.ENSMUSP00000021993	10090.ENSMUSP00000080997	0	0	0	0	0	0.773	0.540	0	0.891
Uqcrb	Uqcrq	10090.ENSMUSP00000021993	10090.ENSMUSP00000053145	0	0	0	0	0	0.922	0.800	0	0.983
Uqcrb	Uqcrh	10090.ENSMUSP00000021993	10090.ENSMUSP00000077744	0	0	0	0	0	0.922	0.800	0	0.983
Uqcrh	Uqcrq	10090.ENSMUSP00000077744	10090.ENSMUSP00000053145	0	0	0	0	0	0.944	0.800	0	0.988
Uqcrh	mt-Nd3	10090.ENSMUSP00000077744	10090.ENSMUSP00000080998	0	0	0	0	0	0.858	0	0	0.858
Uqcrh	mt-Nd4	10090.ENSMUSP00000077744	10090.ENSMUSP00000081000	0	0	0	0	0	0.858	0	0	0.858
Uqcrh	mt-Co3	10090.ENSMUSP00000077744	10090.ENSMUSP00000080997	0	0	0	0	0	0.782	0.720	0	0.936
Uqcrq	mt-Nd3	10090.ENSMUSP00000053145	10090.ENSMUSP00000080998	0	0	0	0	0	0.858	0	0	0.858
Uqcrq	mt-Nd4	10090.ENSMUSP00000053145	10090.ENSMUSP00000081000	0	0	0	0	0	0.858	0	0	0.858
Uqcrq	mt-Co3	10090.ENSMUSP00000053145	10090.ENSMUSP00000080997	0	0	0	0	0	0.773	0.540	0	0.891
mt-Nd3	mt-Nd4	10090.ENSMUSP00000080998	10090.ENSMUSP00000081000	0	0	0	0	0	0.937	0.720	0	0.981
